Hired in Q1 2023?,Company Name,Location City,Location State,Description,Website,Industry,Company Size
,Vivian Health (formally NurseFly),San Francisco,California,"Vivian Health is the largest transparent marketplace for healthcare hiring.

Our mission is to empower every healthcare professional to find their perfect job opportunity, faster and easier than ever before.

We know healthcare hiring is broken. The problem isn’t workers, and it’s not recruiters. It’s the system. Vivian represents an entirely new model built on transparency, speed, and matching. With us, recruiters spend less time digging through resumes and more time actually engaging with qualified candidates.

We want to make all kinds of healthcare jobs—permanent, per-diem, local contracts, and travel—work for all kinds of healthcare workers and the people who hire them. We’re rebuilding the way that America hires for healthcare—one job at a time.",https://www.vivian.com/,Medtech/Healthcare,100-500
,Vizient Inc.,Chicago,Illinois,"Driving performance improvement in health care. We connect members to solutions that boost quality and improve business to help deliver exceptional, cost-effective care.",https://www.vizientinc.com/,Medtech/Healthcare,2000+
,Vizio,Irvine,California,"Since 2003, VIZIO has brought smart, innovative electronics to life—and to market—so people could experience the things they love with unparalleled quality. Today, the company's top-selling TVs, displays, audio devices, and other consumer electronics continue to align with the brand's mission of creating beautifully simple products that redefine ""smart""​ while putting the consumer first.
",http://www.VIZIO.com,Sales,100-500
,Vynyl,Remote,Remote,"Vynyl develops custom software for leading companies and institutions in healthcare, finance, insurance, and other industries.",https://vynyl.com/,Computer Software,1-100
,Wahoo Fitness,Atlanta,Georgia,"Wahoo was created with a simple purpose: to build a better athlete in all of us. Our training platform seamlessly integrates wearable devices, connected hardware, and science-based training plans to help everyday and world-class endurance athletes reach their fitness goals.

Our people fuel our growth, through their passion for serving the endurance athlete that borders on obsession. We need creative self-starters who thrive in a casual, free-flowing environment. Folks from around the world and across demographic lines, who have a variety of outside interests and like to compete, celebrate, and have fun. You don’t have to be an Olympic athlete or rocket scientist to work at Wahoo, but you should do what you love and love what you do.",http://www.WahooFitness.com,Fitness,100-500
,Watermark,Austin,Texas,"At Watermark, insights inspire progress. Watermark’s software gives higher education institutions the insights they need to improve, evolve, and empower student success. Watermark’s integrated digital solutions support assessment and accreditation, faculty activity reporting, course evaluation and surveys, and catalog and curriculum development for over 1,700 higher education institutions around the world. Visit www.watermarkinsights.com for more information.",http://www.watermarkinsights.com,EdTech/Education,100-500
,"Wazee Digital, a Veritone Company",Denver,Colorado,Veritone is a leading provider of artificial intelligence technology and solutions.,https://www.veritone.com/,Computer Software,100-500
,WealthForge,Richmond,Virginia,WealthForge provides technology solutions developed by regulatory experts to streamline investments into alternative securities. At WealthForge we envision a frictionless path to ownership for alternative investments. Our Altigo platform enables marketplace connections and facilitates alternative investment transactions between advisors and sponsors.,http://www.wealthforge.com,FinTech/Finance,1-100
,Webscale Networks,Santa Clara,California,"Webscale is the Cloud Platform for Modern Commerce, offering security, scalability, performance and automation for global brands. The Webscale SaaS platform leverages automation and DevOps protocols to simplify the deployment, management and maintenance of infrastructure in multi-cloud environments, including Amazon Web Services, Google Cloud Platform, and Microsoft Azure. Webscale powers thousands of B2C, B2B, and B2E ecommerce storefronts in twelve countries and eight of the Fortune 1000 businesses and has offices in Santa Clara, CA, Boulder, CO, San Antonio, TX, Bangalore, India and London, UK.",https://www.webscale.com/,eCommerce,100-500
,WeedMaps,Denver,Colorado,"Weedmaps is a community where businesses and consumers can search and discover cannabis products, become educated on all things cannabis, review cannabis businesses and connect with other like-minded users.",https://weedmaps.com/,Cannabis,100-500
